marca,modelo,preco,quilometragem,ano,informacoes,motor
Chevrolet,Corsa-Sedan,19500.0,180000.0,2003,Corsa Sedan 1.8 4p,1.8
Chevrolet,Corsa-Sedan,14990.0,152000.0,2007,Corsa Sedan Corsa Sedan Maxx,
Chevrolet,Corsa-Sedan,9990.0,125000.0,2001,Corsa Sedan Corsa Wind,
Chevrolet,Corsa-Sedan,14500.0,149000.0,1996,Corsa Sedan 1.6 Gls,1.6
Chevrolet,Corsa-Sedan,12800.0,158553.0,2003,Corsa Sedan 1.0 Mpfi Classic Sedan 8v,1.0
Chevrolet,Corsa-Sedan,11900.0,1.0,2000,Corsa Sedan 1.0 Super Milenium 4p,1.0
Chevrolet,Corsa-Sedan,22899.0,104371.0,2010,Corsa 1.4 Mpfi Premium Sedan 8v Flex 4p Manual,1.4
Chevrolet,Corsa-Sedan,11900.0,155000.0,2002,Corsa Sedan 1.0 Wind Milenium 4p,1.0
Chevrolet,Corsa-Sedan,18870.0,150000.0,2010,Corsa Sedan Corsa Sedan Premium 1.4 (flex),1.4
Chevrolet,Corsa-Sedan,14000.0,111000.0,2000,Corsa Sedan 1.6 8v Gls 4p,1.6
Chevrolet,Corsa-Sedan,16900.0,122.0,2008,Corsa Classic 1.0 Spirit Flex Power 4p,1.0
Chevrolet,Corsa-Sedan,17900.0,165000.0,2005,Corsa Classic Sedan Classic Sedan Spirit 1.6 8v 4p,1.6
Chevrolet,Corsa-Sedan,13390.0,154263.0,2002,Corsa Classic Sedan Classic,
Chevrolet,Corsa-Sedan,16990.0,130000.0,2006,Corsa Sedan Corsa Sedan 1.0 Mpfi Maxx Sedan 8v Flex 4p Manual,1.0
Chevrolet,Corsa-Sedan,13500.0,156000.0,2004,Corsa Sedan Corsa Sedan 1.0 Mpfi Classic Sedan 8v Álcool 4p Manual,1.0
Chevrolet,Corsa-Sedan,15700.0,142258.0,2004,Corsa Sedan Vhc,
Chevrolet,Corsa-Sedan,16800.0,293423.0,2012,Corsa 1.4 Mpfi Premium Sedan 8v Flex 4p Manual,1.4
Chevrolet,Corsa-Sedan,16900.0,0.0,2007,Corsa 1.0 Mpfi Maxx Sedan 8v Flex 4p Manual,1.0
Chevrolet,Corsa-Sedan,25990.0,119876.0,2014,Corsa Classic Sedan Ls 1.0 Mpfi 8v Flex,1.0
Chevrolet,Corsa-Sedan,15500.0,137329.0,2005,Corsa 1.6 Mpfi Classic Sedan 8v Gasolina 4p Manual,1.6
Chevrolet,Corsa-Sedan,167580.0,97318.0,2012,Corsa Classic Sedan Classic Ls 1.0 Mpfi Vhce 8v Flexpower Mec.,1.0
Chevrolet,Corsa-Sedan,22900.0,140000.0,2008,Corsa Classic 1.0 Life Flex Power 4p,1.0
Chevrolet,Corsa-Sedan,12900.0,163100.0,2008,Corsa 1.4 Mpfi Maxx Sedan 8v Flex 4p Manual,1.4
Chevrolet,Corsa-Sedan,16900.0,150000.0,2010,Corsa Sedan Corsa Sedan Premium 1.4 (flex),1.4
Chevrolet,Corsa-Sedan,18870.0,188000.0,2007,Corsa Sedan 1.8 Mpfi Maxx Sedan 8v,1.8
Chevrolet,Corsa-Sedan,19900.0,70000.0,2011,Corsa Sedan 1.4 Premium Econoflex 4p,1.4
Chevrolet,Corsa-Sedan,21900.0,161601.0,2009,Corsa Sedan Corsa Sedan Premium 1.4 8v 4p,1.4
Chevrolet,Corsa-Sedan,24900.0,96633.0,2008,Corsa Sedan Corsa Sedan Maxx 1.4 (flex),1.4
Chevrolet,Corsa-Sedan,18870.0,95000.0,2006,Corsa 1.0 Joy Flex Power 5p,1.0
Chevrolet,Corsa-Sedan,16800.0,357000.0,2005,Corsa Sedan 1.8 Maxx Flex Power 4p,1.8
Chevrolet,Corsa-Sedan,12000.0,159000.0,2008,Corsa Sedan Chevrolet Corsa Sedan 1.0 Life,1.0
Chevrolet,Corsa-Sedan,13990.0,170000.0,2009,Corsa Sedan 1.4 Maxx Econoflex 4p,1.4
Chevrolet,Corsa-Sedan,22600.0,164300.0,2008,Corsa Sedan 1.4 Premium Econoflex 4p,1.4
Chevrolet,Corsa-Sedan,19000.0,140657.0,2004,Classic Corsa Sedan Classic 1.0 Mpfi,1.0
Chevrolet,Corsa-Sedan,13890.0,152000.0,2005,Corsa Sedan 1.0 Maxx 4p,1.0
Chevrolet,Corsa-Sedan,16990.0,201000.0,2001,Corsa Sedan 1.0 Wind 4p Álcool,1.0
Chevrolet,Corsa-Sedan,11500.0,245000.0,2003,Corsa Sedan 1.0 Classic 4p Álcool,1.0
Chevrolet,Corsa-Sedan,17490.0,146000.0,2004,Corsa 1.0 Mpfi Maxx Sedan 8v Gasolina 4p Manual,1.0
Chevrolet,Corsa-Sedan,16900.0,151000.0,2005,Classic Corsa Sedan Classic,
Chevrolet,Corsa-Sedan,11900.0,200000.0,1999,Corsa Sedan 1.6 Gls 4p,1.6
Chevrolet,Corsa-Sedan,10900.0,143497.0,2012,Corsa Sedan 1.4 Premium Econoflex 4p,1.4
Chevrolet,Corsa-Sedan,24900.0,152268.0,2010,Corsa 1.4 Mpfi Premium Sedan 8v Flex 4p Manual,1.4
Chevrolet,Corsa-Sedan,22900.0,167000.0,2002,Corsa Sedan 1.0 Super 4p,1.0
Chevrolet,Corsa-Sedan,8600.0,125.0,2005,Corsa Sedan 1.0 Premium 4p,1.0
Chevrolet,Corsa-Sedan,16990.0,160000.0,2006,Corsa Sedan 1.8 Maxx Flex Power 4p,1.8
Chevrolet,Corsa-Sedan,17890.0,99999.0,2001,Corsa Classic Sedan Corsa Sedan Wind Milenium 1.0 Mpfi 4p,1.0
Chevrolet,Corsa-Sedan,9800.0,103514.0,2014,Corsa Classic Sedan Classic Ls 1.0 4p Flex,1.0
Chevrolet,Corsa-Sedan,22990.0,186000.0,1999,Corsa Sedan 1.0 Super 4p 68 Hp,1.0
Chevrolet,Corsa-Sedan,11900.0,266290.0,2000,Corsa Sedan 1.0 Wind 4p,1.0
Chevrolet,Corsa-Sedan,12900.0,111111.0,2000,Corsa Sedan Chevrolet Corsa Sedan Millenium 1.0 16v,1.0
Chevrolet,Corsa-Sedan,9900.0,9999.0,2001,Corsa Classic Sedan Corsa Hatch Wind 1.6 Mpfi 4p,1.6
Chevrolet,Corsa-Sedan,12800.0,140000.0,2006,Corsa Sedan 1.0 Joy Flex Power 4p,1.0
Chevrolet,Corsa-Sedan,16900.0,149000.0,2002,Corsa 1.0 Mpfi Milenium Sedan 8v,1.0
Chevrolet,Corsa-Sedan,12900.0,106286.0,2010,Corsa Sedan Corsa Sedan Premium 1.4 8v 4p,1.4
Chevrolet,Corsa-Sedan,25900.0,200000.0,2002,Corsa Sedan Corsa Sedan Super Milenium 1.0 Mpfi 16v,1.0
Chevrolet,Corsa-Sedan,10900.0,114769.0,2007,Corsa Sedan Corsa Sedan Maxx 1.0 (flex),1.0
Chevrolet,Corsa-Sedan,19900.0,138182.0,2009,Corsa 1.4 Mpfi Maxx Sedan 8v Flex 4p Manual,1.4
Chevrolet,Corsa-Sedan,22999.0,174671.0,2008,Corsa Sedan Corsa Sedan 1.4 Mpfi Premium Sedan 8v Flex 4p Manual,1.4
Chevrolet,Corsa-Sedan,23900.0,99934.0,2010,Corsa 1.4 Mpfi Premium Sedan 8v Flex 4p Manual,1.4
Chevrolet,Corsa-Sedan,19900.0,190000.0,2010,Corsa Classic Sedan Classic Sedan 1.0 4p,1.0
Chevrolet,Corsa-Sedan,19990.0,99999.0,2012,Corsa Classic Sedan Classic Ls,
Chevrolet,Corsa-Sedan,17990.0,95000.0,2007,Corsa 1.0 Mpfi Maxx Sedan 8v Flex 4p Manual,1.0
Chevrolet,Corsa-Sedan,16900.0,168000.0,2004,Classic Corsa Sedan 1.0 Classic,1.0
Chevrolet,Corsa-Sedan,12900.0,1.0,2003,Corsa Sedan Corsa Sedan 1.6 Mpfi Classic Sedan 8v Gasolina 4p Manual,1.6
Chevrolet,Corsa-Sedan,11900.0,0.0,2007,Corsa 1.0 Mpfi Classic Sedan Spirit 8v Flex 4p Manual,1.0
Chevrolet,Corsa-Sedan,15900.0,67000.0,2004,Corsa Sedan Corsa Sedan 1.8,1.8
Chevrolet,Corsa-Sedan,18500.0,125000.0,2003,Corsa 1.0 Mpfi Classic Sedan 8v Gasolina 4p Manual,1.0
Honda,Cruze,16999.0,218932.0,2003,Civic 1.7 Lx 16v,1.7
Fiat,Cruze,27400.0,194867.0,2013,Punto 1.4 Attractive 8v,1.4
Chevrolet,Cruze,68900.0,74000.0,2017,Cruze 1.4 Turbo Lt 16v Flex 4p Automático,1.4
Renault,Cruze,42900.0,116300.0,2015,Duster 1.6 Expression 4x2 16v,1.6
Volkswagen,Cruze,21900.0,132481.0,2009,Fox 1.0 Mi 8v,1.0
Chevrolet,Cruze,82000.0,51500.0,2017,Cruze 1.4 Turbo Flex Automático Ltz 2,1.4
Renault,Cruze,16700.0,115069.0,2011,Clio 1.0 16v,1.0
Chevrolet,Cruze,56100.0,150000.0,2015,Cruze 1.8 Ltz Ecotec 6 Aut. 4p,1.8
Chevrolet,Cruze,55890.0,55000.0,2015,Cruze 1.8 Lt Ecotec 6 Aut. 4p,1.8
Ford,Cruze,34900.0,66000.0,2010,Ecosport 1.6 Xlt Freestyle Flex 5p,1.6
Chevrolet,Cruze,50900.0,65000.0,2014,Cruze 1.8 Lt Ecotec 6 Aut. 4p,1.8
Ford,Cruze,32000.0,197096.0,2014,Fiesta 1.6 16v Titanium Flex Powershift 5p,1.6
Hyundai,Cruze,40990.0,120000.0,2010,Vera Cruz 3.8 V6 Aut. 5p,3.8
Chevrolet,Cruze,56900.0,50000.0,2015,Cruze Sport 1.8 Lt 5p,1.8
Fiat,Cruze,115000.0,52000.0,2014,Ducato 2.3 Multi Teto Alto,2.3
Chevrolet,Cruze,47890.0,124000.0,2014,Cruze Sport 1.8 Lt Ecotec Aut. 5p,1.8
Chevrolet,Cruze,94990.0,18000.0,2019,Cruze 1.4 Ltz Turbo Aut. 4p,1.4
Chevrolet,Cruze,18990.0,170000.0,2003,Zafira 2.0 8v 5p,2.0
Chevrolet,Cruze,81900.0,63000.0,2018,Cruze 1.4 Turbo Ltz 16v,1.4
Chevrolet,Cruze,48900.0,103155.0,2013,Cruze 1.8 Ltz Ecotec 6 Aut. 4p,1.8
Volkswagen,Cruze,20400.0,150000.0,2011,Gol 1.0 Trend Total Flex 5p,1.0
Peugeot,Cruze,14900.0,120.0,2008,206 Sw 1.6 16v Escapade Flex 5p,1.6
Fiat,Cruze,30000.0,84600.0,2014,Idea 1.4 Attractive Flex 5p,1.4
Chevrolet,Cruze,78990.0,35000.0,2018,Cruze 1.4 Lt Turbo Aut. 4p,1.4
Peugeot,Cruze,13900.0,120000.0,2010,207 1.4 X-line Flex 3p,1.4
Renault,Cruze,21900.0,127353.0,2011,Sandero 1.0 Expression 16v,1.0
Honda,Cruze,50000.0,89000.0,2015,Fit 1.5 Lx Flex Aut. 5p,1.5
Chevrolet,Cruze,45900.0,95000.0,2013,Cruze 1.8 Lt Ecotec 6 Aut. 4p,1.8
Ford,Cruze,20990.0,101.0,2004,Ecosport Ecosport Xlt 1.6 8v 4p,1.6
Ford,Cruze,14990.0,154396.0,2007,Fiesta 1.0 Mpi Personnalité 8v,1.0
Ford,Cruze,16500.0,78519.0,2011,Ka 1.0 Mpi 8v,1.0
Ford,Cruze,22900.0,162625.0,2012,Fiesta 1.6 Mpi Sedan 8v,1.6
Chevrolet,Cruze,49900.0,141131.0,2012,Cruze 1.8 Ltz Sport6 16v Flex 4p Automático,1.8
Chevrolet,Cruze,17490.0,90000.0,2007,Corsa 1.0 Maxx Flex Power 5p,1.0
Peugeot,Cruze,29990.0,77000.0,2012,307 Peugeot 307 Hatch. Presence Pack 1.6 16v (flex),1.6
Chevrolet,Cruze,49900.0,110000.0,2013,Cruze 1.8 Lt Sport6 16v,1.8
Chevrolet,Cruze,54900.0,100.0,2021,Onix Joy Black,
Hyundai,Cruze,39800.0,138000.0,2008,Vera Cruz 3.8 V6 Aut. 5p,3.8
Hyundai,Cruze,50990.0,54900.0,2018,Hb20 Hb20 1.6 Comfort Plus,1.6
Chevrolet,Cruze,47900.0,74000.0,2013,Cruze Sport 1.8 Lt 5p,1.8
Chevrolet,Cruze,113900.0,6393.0,2020,Cruze Cruze Premier 1.4 Turbo,1.4
Chevrolet,Cruze,61990.0,71810.0,2016,Cruze 1.8 Ltz 16v Flex 4p Automático,1.8
Chevrolet,Cruze,45990.0,70000.0,2012,Cruze 1.8 Lt Ecotec 6 Aut. 4p,1.8
Volkswagen,Cruze,61990.0,35250.0,2020,Polo Polo Mf,
Chevrolet,Cruze,22990.0,161.0,2012,Classic Classic Ls,
Volkswagen,Cruze,59990.0,35200.0,2021,Voyage Voyage 1.0l Mc4,
Renault,Cruze,38990.0,52900.0,2019,Sandero Sandero Auth 10,
Chevrolet,Cruze,61990.0,71810.0,2016,Cruze 1.8 Ltz 16v Flex 4p Automático,1.8
Chevrolet,Cruze,45990.0,70000.0,2012,Cruze 1.8 Lt Ecotec 6 Aut. 4p,1.8
Chevrolet,Cruze,49900.0,107400.0,2014,Cruze 1.8 Lt 16v,1.8
Chevrolet,Cruze,66990.0,40000.0,2017,Cruze 1.4 Ltz Turbo Aut. 4p,1.4
Volkswagen,Cruze,61990.0,35250.0,2020,Polo Polo Mf,
Chevrolet,Cruze,22990.0,161.0,2012,Classic Classic Ls,
Volkswagen,Cruze,59990.0,35200.0,2021,Voyage Voyage 1.0l Mc4,
Chevrolet,Cruze,89899.0,30503.0,2018,Cruze 1.4 Turbo Ltz 16v,1.4
Renault,Cruze,38990.0,52900.0,2019,Sandero Sandero Auth 10,
Chevrolet,Cruze,83990.0,60000.0,2017,Cruze Sport Chev Cruze Ltz Hb At,
Ford,Cruze,38990.0,92200.0,2018,Ka Ka Se 1.0 Ha B,1.0
Chevrolet,Cruze,82990.0,47000.0,2019,Cruze Lt 1.4 16v Ecotec (aut) (flex),1.4
Chevrolet,Cruze,67410.0,65000.0,2017,Cruze 1.4 Turbo Lt 16v Flex 4p Automático,1.4
Chevrolet,Cruze,81900.0,28292.0,2019,Cruze 1.4 Turbo Lt 16v Flex 4p Automático,1.4
Chevrolet,Cruze,95900.0,32604.0,2019,Cruze 1.4 Turbo Ltz 16v Flex 4p Automático,1.4
Chevrolet,Cruze,86900.0,30000.0,2019,Cruze 1.4 Turbo Lt 16v Flex 4p Automático,1.4
Chevrolet,Cruze,74900.0,77038.0,2018,Cruze 1.4 Turbo Lt 16v,1.4
Hyundai,Cruze,113490.0,0.0,2021,Creta 2.0 Prestige Flex Aut. 5p,2.0
Volkswagen,Cruze,84000.0,69000.0,2014,Fusca 2.0 Tsi 3p Automática,2.0
Chevrolet,Cruze,75900.0,34000.0,2018,Cruze 1.4 Lt Turbo Aut. 4p,1.4
Chevrolet,Cruze,77800.0,54000.0,2017,Cruze 1.4 Ltz Turbo Aut. 4p,1.4
Chevrolet,Cruze,74900.0,38655.0,2017,Cruze Cruze Sd Lt 1.4 Flex  Turbo,1.4
Chevrolet,Cruze,42900.0,230000.0,2013,Cruze 1.8 Lt Ecotec 6 Aut. 4p,1.8
Honda,Cruze,36900.0,207952.0,2010,Fit 1.4 Lxl Flex Aut. 5p,1.4
Chevrolet,Cruze,76900.0,79000.0,2017,Cruze Sport Cruze Ltz 1.4 16v Turbo Flex 4p Aut,1.4
Chevrolet,Cruze,79900.0,51000.0,2018,Cruze 1.4 Turbo Sport6 Lt 16v Flex 4p Automático,1.4
Hyundai,Cruze,41800.0,45000.0,2018,Hb20 1.0 Comfort Flex 5p,1.0
Chevrolet,Cruze,92900.0,32000.0,2017,Cruze Cruze Lt 1.4 16v Ecotec (aut) (flex),1.4
Chevrolet,Cruze,94900.0,21000.0,2019,Cruze 1.4 Turbo Ltz 16v Flex 4p Automático,1.4
Chevrolet,Cruze,52990.0,105365.0,2015,Cruze Lt 1.8 16v Flexpower 4p Aut.,1.8
Chevrolet,Cruze,19900.0,186000.0,2013,Celta Celta Ls 1.0 (flex) 2p,1.0
Hyundai,Cruze,55390.0,0.0,2021,Hb20 1.0 Vision Flex 5p,1.0
Chevrolet,Cruze,77900.0,33000.0,2017,Cruze 1.4 Lt Turbo Aut. 4p,1.4
Chevrolet,Cruze,49990.0,70000.0,2014,Cruze 1.8 Lt Ecotec 6 Aut. 4p,1.8
Chevrolet,Cruze,75990.0,91000.0,2018,Cruze Cruze 1.4 Turbo Lt 16v Flex 4p Automático,1.4
Renault,Cruze,15900.0,158603.0,2005,Clio 1.0 16v Expression 5p,1.0
Hyundai,Cruze,52390.0,0.0,2021,Hb20 1.0 Sense Flex 5p,1.0
Chevrolet,Cruze,56990.0,130000.0,2016,Cruze 1.8 Lt Ecotec 6 Aut. 4p,1.8
Chevrolet,Cruze,51990.0,95000.0,2016,Spin Spin 1.8l Mt Ltz,
Chevrolet,Cruze,69900.0,50000.0,2017,Cruze 1.4 Turbo Lt 16v Flex 4p Automático,1.4
Chevrolet,Cruze,49900.0,109000.0,2013,Cruze 1.8 Lt 16v,1.8
Chevrolet,Cruze,48900.0,204000.0,2014,Cruze Gm Cruze Lt Hatch 1.8 Automático Completo,1.8
Hyundai,Cruze,60900.0,39000.0,2019,Hb20s 1.6 Comfort Plus Flex Aut. 4p,1.6
Chevrolet,Cruze,48900.0,120000.0,2014,Cruze 1.8 Lt Ecotec 6 Aut. 4p,1.8
Chevrolet,Cruze,16200.0,130000.0,2012,Celta 1.0 Ls Flex Power 3p,1.0
Hyundai,Cruze,46800.0,88000.0,2011,Vera Cruz 3.8 V6 Aut. 5p,3.8
Chevrolet,Cruze,83990.0,36578.0,2019,Cruze 1.4 Turbo Lt 16v Flex 4p Automático,1.4
Chevrolet,Cruze,83990.0,50699.0,2019,Cruze 1.4 Turbo Lt 16v Flex 4p Automático,1.4
Chevrolet,Joy,15990.0,120000.0,2008,Prisma 1.4 Joy Econoflex 4p,1.4
Chevrolet,Joy,52899.0,44000.0,2020,Onix 1.0 Joy 5p,1.0
Chevrolet,Joy,23900.0,109000.0,2011,Meriva 1.4 Joy Econoflex 5p,1.4
Chevrolet,Joy,14800.0,195542.0,2005,Corsa Sedan 1.0 Joy 4p,1.0
Chevrolet,Joy,41000.0,41000.0,2017,Prisma 1.0 Joy 4p,1.0
Chevrolet,Joy,42900.0,70000.0,2019,Onix 1.0 Joy 5p,1.0
Chevrolet,Joy,46900.0,20000.0,2019,Prisma 1.0 Mpfi Joy 8v Flex 4p Manual,1.0
Chevrolet,Joy,16900.0,162000.0,2010,Prisma 1.0 Joy Flexpower 4p,1.0
Chevrolet,Joy,39870.0,59000.0,2018,Onix 1.0 Joy 5p,1.0
Chevrolet,Joy,23900.0,98000.0,2010,Meriva Meriva 1.4 Mpfi Joy 8v Flex 4p Manual,1.4
Chevrolet,Joy,17900.0,182450.0,2005,Corsa Corsa Hatch Joy 1.8 (flex),1.8
Chevrolet,Joy,41799.0,69000.0,2018,Prisma Prisma Sed. Joy/ Ls 1.0 8v Flexpower 4p,1.0
Chevrolet,Joy,54900.0,100.0,2021,Onix Joy Black,
Chevrolet,Joy,62900.0,0.0,2021,Joy Joy Hatch 1.0 8v Black Edition Flex Mec.,1.0
Chevrolet,Joy,38790.0,88000.0,2017,Onix 1.0 Mpfi Joy 8v,1.0
Chevrolet,Joy,19987.0,125000.0,2007,Prisma 1.4 Mpfi Joy 8v,1.4
Chevrolet,Joy,22900.0,137000.0,2005,Meriva 1.8 Mpfi Joy 8v Flex 4p Manual,1.8
Chevrolet,Joy,16900.0,139000.0,2007,Corsa 1.0 Mpfi Joy Sedan 8v Flex 4p Manual,1.0
Chevrolet,Joy,15900.0,216000.0,2006,Corsa 1.0 Mpfi Joy Sedan 8v Flex 4p Manual,1.0
Chevrolet,Joy,48990.0,64323.0,2020,Joy 1.0 Spe4 Flex Manual,1.0
Chevrolet,Joy,19900.0,139.0,2010,Prisma 1.4 Mpfi Joy 8v,1.4
Chevrolet,Joy,28900.0,93520.0,2011,Meriva Meriva Joy 1.4 (flex),1.4
Chevrolet,Joy,18900.0,53448.0,2009,Prisma Prisma Joy 1.4 (flex),1.4
Chevrolet,Joy,54990.0,17.0,2020,Onix 1.0 Joy Black Edition 5p,1.0
Chevrolet,Joy,20500.0,160000.0,2006,Meriva 1.8 Mpfi Joy 8v,1.8
Chevrolet,Joy,14990.0,507000.0,2007,Meriva 1.8 Joy Flex Power 5p,1.8
Chevrolet,Joy,38900.0,101321.0,2018,Onix 1.0 Mpfi Joy 8v Flex 4p Manual,1.0
Chevrolet,Joy,46900.0,42000.0,2020,Onix 1.0 Mpfi Joy 8v Flex 4p Manual,1.0
Chevrolet,Joy,53980.0,900.0,2021,Joy 1.0 Black 5p,1.0
Chevrolet,Joy,18900.0,178000.0,2007,Meriva 1.8 Mpfi Joy 8v Flex 4p Manual,1.8
Chevrolet,Joy,19490.0,129478.0,2009,Prisma 1.4 Mpfi Joy 8v,1.4
Chevrolet,Joy,48900.0,43000.0,2020,Onix Chevrolet Onix 1.0 Joy Spe/4,1.0
Chevrolet,Joy,19900.0,110000.0,2008,Prisma Prisma Joy 1.4 (flex),1.4
Chevrolet,Joy,47500.0,33333.0,2019,Prisma 1.0 Mpfi Joy 8v,1.0
Chevrolet,Joy,38900.0,0.0,2018,Onix 1.0 Mpfi Joy 8v Flex 4p Manual,1.0
Chevrolet,Joy,17870.0,80000.0,2008,Corsa Corsa Hatch Joy,
Chevrolet,Joy,54990.0,3099.0,2021,Joy Onix Joy Black,
Chevrolet,Joy,62900.0,0.0,2021,Joy Joy Hatch 1.0 8v Black Edition Flex Mec.,1.0
Chevrolet,Joy,17900.0,140000.0,2011,Prisma Prisma Joy 1.0 8v 4p,1.0
Chevrolet,Joy,51990.0,54000.0,2020,Onix Plus Onix Plus Joy Black,
Chevrolet,Joy,45900.0,54000.0,2019,Prisma 1.0 Mpfi Joy 8v Flex 4p Manual,1.0
Chevrolet,Joy,51900.0,42000.0,2020,Joy 1.0 Spe4 Flex Plus Manual,1.0
Chevrolet,Joy,41900.0,22900.0,2018,Onix 1.0 Mpfi Joy 8v Flex 4p Manual,1.0
Chevrolet,Joy,35920.0,30000.0,2019,Onix 1.0 Mpfi Joy 8v Flex 4p Manual,1.0
Chevrolet,Joy,50900.0,0.0,2019,Prisma 1.0 Mpfi Joy 8v Flex 4p Manual,1.0
Chevrolet,Joy,51900.0,0.0,2020,Onix 1.0 Mpfi Joy 8v Flex 4p Manual,1.0
Chevrolet,Joy,40720.0,0.0,2020,Onix 1.0 Mpfi Joy 8v Flex 4p Manual,1.0
Chevrolet,Joy,38790.0,88000.0,2017,Onix 1.0 Mpfi Joy 8v,1.0
Chevrolet,Joy,43900.0,134566.0,2018,Prisma Prisma 1.0 Joy Spe/4,1.0
Chevrolet,Joy,47870.0,20000.0,2020,Onix Onix Hatch Joy 1.0 8v Flex 5p Mec.,1.0
Chevrolet,Joy,23900.0,89000.0,2011,Meriva 1.4 Mpfi Joy 8v Flex 4p Manual,1.4
Chevrolet,Joy,16500.0,113419.0,2008,Prisma 1.4 Joy Econoflex 4p,1.4
Chevrolet,Joy,42890.0,65159.0,2020,Onix Onix 1.0 Joy 8v Flex 4p Manual,1.0
Chevrolet,Joy,43900.0,59630.0,2020,Onix Onix 1.0 Joy 8v Flex 4p Manual,1.0
Chevrolet,Joy,48900.0,33263.0,2019,Prisma 1.0 Mpfi Joy 8v Flex 4p Manual,1.0
Chevrolet,Joy,48900.0,40000.0,2019,Prisma 1.0 Mpfi Joy 8v Flex 4p Manual,1.0
Chevrolet,Joy,42900.0,50540.0,2019,Onix Onix 1.0 Joy 8v Flex 4p Manual,1.0
Chevrolet,Joy,39900.0,40739.0,2019,Onix Onix 1.0 Joy 8v Flex 4p Manual,1.0
Chevrolet,Joy,19987.0,125000.0,2007,Prisma 1.4 Mpfi Joy 8v,1.4
Chevrolet,Joy,42890.0,46280.0,2019,Prisma Prisma Joy 1.0 8v 4p,1.0
Chevrolet,Joy,48900.0,37000.0,2020,Onix 1.0 Mpfi Joy 8v Flex 4p Manual,1.0
Chevrolet,Joy,44900.0,35920.0,2017,Prisma Prisma Joy 1.0 8v 4p,1.0
Chevrolet,Joy,46990.0,55190.0,2019,Prisma Chevrolet Prisma 1.0 Mpfi Joy 8v Flex 4p Manual,1.0
Chevrolet,Joy,46989.0,25000.0,2019,Prisma 1.0 Mpfi Joy 8v,1.0
Chevrolet,Joy,38990.0,55000.0,2018,Onix 1.0 Joy 5p,1.0
Chevrolet,Joy,22900.0,137000.0,2005,Meriva 1.8 Mpfi Joy 8v Flex 4p Manual,1.8
Chevrolet,Joy,16900.0,139000.0,2007,Corsa 1.0 Mpfi Joy Sedan 8v Flex 4p Manual,1.0
Chevrolet,Joy,15900.0,216000.0,2006,Corsa 1.0 Mpfi Joy Sedan 8v Flex 4p Manual,1.0
Chevrolet,Joy,51754.0,311.0,2020,Onix 1.0 Joy 5p,1.0
Chevrolet,Joy,48990.0,64323.0,2020,Joy 1.0 Spe4 Flex Manual,1.0
Chevrolet,Joy,49990.0,36541.0,2020,Onix 1.0 Mpfi Joy 8v Flex 4p Manual,1.0
Chevrolet,Joy,49990.0,36541.0,2020,Onix 1.0 Mpfi Joy 8v Flex 4p Manual,1.0
Chevrolet,Joy,19900.0,139.0,2010,Prisma 1.4 Mpfi Joy 8v,1.4
Chevrolet,Joy,36900.0,82000.0,2017,Onix 1.0 Joy 5p,1.0
Chevrolet,Joy,45990.0,43504.0,2020,Onix 1.0 Mpfi Joy 8v,1.0
Chevrolet,Joy,28900.0,93520.0,2011,Meriva Meriva Joy 1.4 (flex),1.4
Chevrolet,Joy,18900.0,53448.0,2009,Prisma Prisma Joy 1.4 (flex),1.4
Chevrolet,Joy,44900.0,0.0,2020,Joy Hatch,
Chevrolet,Joy,37900.0,40000.0,2018,Onix 1.0 Mpfi Joy 8v Flex 4p Manual,1.0
Chevrolet,Joy,54990.0,17.0,2020,Onix 1.0 Joy Black Edition 5p,1.0
Chevrolet,Joy,37990.0,77000.0,2018,Onix 1.0 Mpfi Joy 8v Flex 4p Manual,1.0
Chevrolet,Joy,40999.0,102688.0,2018,Onix 1.0 Joy 5p,1.0
Chevrolet,Joy,43900.0,43000.0,2020,Onix 1.0 Mpfi Joy 8v Flex 4p Manual,1.0
Chevrolet,Joy,46799.0,39000.0,2020,Onix Onix Hatch Joy 1.0 8v Flex 5p Mec.,1.0
Chevrolet,Joy,20500.0,160000.0,2006,Meriva 1.8 Mpfi Joy 8v,1.8
Chevrolet,Joy,41900.0,56000.0,2018,Onix 1.0 Joy 5p,1.0
Chevrolet,Joy,44900.0,68973.0,2019,Prisma 1.0 Mpfi Joy 8v Flex 4p Manual,1.0
Chevrolet,Joy,23900.0,120000.0,2010,Meriva 1.4 Joy Econoflex 5p,1.4
Chevrolet,Joy,54990.0,3000.0,2021,Joy 1.0 Black 4p,1.0
Chevrolet,Joy,40900.0,99000.0,2018,Prisma 1.0 Joy 4p,1.0
Chevrolet,Joy,22900.0,168000.0,2010,Meriva 1.4 Joy Econoflex 5p,1.4
Chevrolet,Joy,47900.0,58585.0,2020,Onix 1.0 Mpfi Joy 8v Flex 4p Manual,1.0
Chevrolet,Joy,45690.0,47681.0,2020,Onix Onix 1.0 Joy Mec 4p,1.0
Chevrolet,Joy,43210.0,39203.0,2019,Onix 1.0 Joy Spe/4,1.0
Chevrolet,Joy,14990.0,507000.0,2007,Meriva 1.8 Joy Flex Power 5p,1.8
Chevrolet,Montana,62500.0,0.0,2020,Montana Ls 1.4,1.4
Chevrolet,Montana,30900.0,140000.0,2015,Montana 1.4 Ls Econoflex 2p,1.4
Chevrolet,Montana,26990.0,357738.0,2013,Montana 1.4 Ls Econoflex 2p,1.4
