motor,marca,modelo,preco,quilometragem,ano,informacoes
1.4,Chevrolet,Agile,25000,0.0,2010,Gm Agile Lt 1.4 Agile Lt 1.4
1.4,Chevrolet,Agile,30900,134482.0,2013,Agile 1.4 Mpfi Ltz 8v Flex 4p Manual
1.4,Chevrolet,Agile,26900,101000.0,2011,Agile Chevrolet Agile Ltz 1.4 8v (flex)
1.4,Chevrolet,Agile,31000,131800.0,2012,Agile Ltz 1.4 Mpfi 8v Econo.flex
1.4,Chevrolet,Agile,28900,88582.0,2011,Agile Agile Ltz 1.4 Mpfi 8v Flexpower 5p
1.4,Chevrolet,Agile,26900,165000.0,2011,Agile 1.4 8v
1.4,Chevrolet,Agile,31900,92828.0,2013,Agile 1.4 Mpfi Ltz 8v Flex 4p Manual
1.4,Chevrolet,Agile,28900,174138.0,2010,Agile 1.4 Mpfi Ltz 8v Flex 4p Manual
1.4,Chevrolet,Agile,23900,77000.0,2011,Agile Agile 1.4 Ltz 8v Flex 4p Manual
1.4,Chevrolet,Agile,26900,94000.0,2011,Agile 1.4 Mpfi Ltz 8v Flex 4p Manual
1.4,Chevrolet,Agile,27900,145000.0,2013,Agile Chevrolet Agile Ltz 1.4 Flex
1.4,Chevrolet,Agile,25900,155000.0,2011,Agile Chevrolet Agile Lt 1.4 8v (flex)
1.4,Chevrolet,Agile,26990,93789.0,2012,Agile 1.4 Mpfi Lt 8v Flex 4p Manual
1.4,Chevrolet,Agile,30990,71905.0,2013,Agile Ltz 1.4 8v (flex)
1.4,Chevrolet,Agile,29900,85000.0,2013,Agile 1.4 Mpfi Ltz 8v Flex 4p Manual
1.4,Chevrolet,Agile,28900,167000.0,2011,Agile Agile 1.4 Mpfi Ltz 8v Flex 4p Manual
1.4,Chevrolet,Agile,30000,120000.0,2013,Agile 1.4 Mpfi Ltz 8v Flex 4p Manual
1.4,Chevrolet,Agile,24900,115200.0,2010,Agile 1.4 Mpfi Lt 8v Flex 4p Manual
1.4,Chevrolet,Agile,26900,102000.0,2010,Agile 1.4 8v
1.4,Chevrolet,Agile,26900,156202.0,2011,Agile 1.4 Mpfi Ltz 8v Flex 4p Manual
1.4,Chevrolet,Agile,27900,134250.0,2012,Agile Ltz 1.4
1.4,Chevrolet,Agile,33890,92000.0,2013,Agile 1.4 Mpfi Ltz 8v Flex 4p Automatizado
1.4,Chevrolet,Agile,27900,79072.0,2011,Agile Agile Lt 1.4 Mpfi 8v Flexpower 5p
1.4,Chevrolet,Agile,23990,100000.0,2010,Agile 1.4 Mpfi Ltz 8v Flex 4p Manual
1.4,Chevrolet,Agile,28900,125357.0,2011,Agile 1.4 Mpfi Ltz 8v Flex 4p Manual
2.0,Chevrolet,astra,27990,143000.0,2009,Astra 2.0 Advantage Flex Power 5p 133 Hp
2.0,Chevrolet,astra,23900,140000.0,2003,Astra Astra 2.0 Sfi Gsi 16v Gasolina 4p Manual
2.0,Chevrolet,astra,22990,98000.0,2010,Astra 2.0 Mpfi Advantage Sedan 8v
2.0,Chevrolet,astra,27990,105000.0,2009,Astra 2.0 Advantage Flex Power Aut. 5p 121 Hp
2.0,Chevrolet,astra,27900,112000.0,2011,Astra Sedan Astra Advantage 2.0 Mpfi 8v Flexpower 5p
2.0,Chevrolet,astra,18900,230000.0,2009,Astra 2.0 Advantage Flex Power 5p 133 Hp
2.0,Chevrolet,astra,22900,142000.0,2009,Astra Astra Hatch Advantage 2.0 (flex)
2.0,Chevrolet,astra,26900,43322.0,2007,Astra 2.0 Advantage Flex Power 5p
2.0,Chevrolet,astra,25900,190000.0,2009,Astra 2.0 Advantage Flex Power 5p 133 Hp
2.0,Chevrolet,astra,23900,130000.0,2011,Astra Sedan 2.0 Advantage Flex Power 4p
2.0,Chevrolet,astra,28990,82000.0,2001,Astra 2.0 Mpfi Sport 8v
2.0,Chevrolet,astra,30900,154000.0,2011,Astra 2.0 Mpfi Advant 8v
2.0,Chevrolet,astra,24000,123000.0,2009,Astra Sedan 2.0 Advantage Flex Power 4p 133 Hp
2.0,Chevrolet,astra,23900,92080.0,2007,Astra 2.0 Advantage Flex Power 5p
2.0,Chevrolet,astra,22900,128366.0,2009,Astra 2.0 Advantage Flex Power 5p 133 Hp
2.0,Chevrolet,astra,26900,121000.0,2011,Astra 2.0 Advantage Flex Power Aut. 5p
2.0,Chevrolet,astra,16490,210000.0,2005,Astra Sedan 2.0 Comfort Flex Power 4p
2.0,Chevrolet,astra,18899,124000.0,2002,Astra 2.0 16v 3p
2.0,Chevrolet,astra,20900,129000.0,2007,Astra 2.0 Advantage Flex Power 5p
2.0,Chevrolet,astra,26000,120000.0,2008,Astra Sedan 2.0 Advantage Flex Power 4p
2.0,Chevrolet,astra,27900,120000.0,2010,Astra 2.0 Advantage Flex Power 5p
2.0,Chevrolet,astra,22999,118112.0,2009,Astra 2.0 Advantage Flex Power 5p 133 Hp
2.0,Chevrolet,astra,16900,239429.0,1999,Astra Sedan 2.0 Gls 4p
2.0,Chevrolet,astra,25900,123633.0,2010,Astra 2.0 Mpfi Advantage 8v Flex 4p Manual
2.0,Chevrolet,astra,18900,190000.0,2002,Astra Sedan 2.0 8v 4p
2.0,Chevrolet,astra,22900,160000.0,2007,Astra 2.0 Advantage Flex Power 5p
2.0,Chevrolet,astra,21900,95000.0,2005,Astra 2.0 Comfort Flex Power 5p
2.0,Chevrolet,astra,22900,136000.0,2007,Astra 2.0 Mpfi Advantage 8v
2.0,Chevrolet,astra,23900,1.0,2006,Astra Astra 2.0 Mpfi Elegance 8v Flex 4p Manual
2.0,Chevrolet,astra,28900,109900.0,2011,Astra 2.0 Mpfi Advantage 8v Flex 4p Manual
2.0,Chevrolet,astra,23990,251156.0,2005,Astra 2.0 Mpfi Elite Sedan 8v
2.0,Chevrolet,astra,18900,142538.0,2003,Astra 2.0 Mpfi Cd 8v Gasolina 4p Manual
2.0,Chevrolet,astra,15900,170000.0,2002,Astra Sedan 2.0 Automática
2.0,Chevrolet,astra,21900,999999.0,2007,Astra Sedan Astra Sedan Advantage 2.0 (flex)
2.0,Chevrolet,astra,31990,40000.0,2009,Astra Chevrolet Astra Hatch Advantage 2.0 (flex)
2.0,Chevrolet,astra,19900,152000.0,2006,Astra 2.0 Mpfi Elegance Sedan 8v Flex 4p Automático
1.6,Chevrolet,astra,21500,1.0,2010,Astra 1.6
2.0,Chevrolet,astra,13900,179000.0,2000,Astra Sedan 2.0 Mpfi Gls Sedan 8v
2.0,Chevrolet,astra,19990,190000.0,2007,Astra 2.0 Mpfi Advantage 8v Flex 4p Manual
2.0,Chevrolet,astra,22500,170000.0,2011,Astra Advantage 2.0 8v Flex
2.0,Chevrolet,astra,24900,87000.0,2009,Astra Sedan 2.0 Advantage Flex Power Aut. 4p 121 Hp
2.0,Chevrolet,astra,19000,169000.0,2007,Astra 2.0 Advantage Flex Power 3p
2.0,Chevrolet,astra,19000,169000.0,2007,Astra 2.0 Advantage Flex Power 3p
2.0,Chevrolet,astra,22800,118000.0,2007,Astra 2.0 Advantage Flex Power 5p
1.8,Chevrolet,astra,10900,0.0,2001,Astra 1.8 Gl 3p
2.0,Chevrolet,astra,17500,154000.0,2006,Astra 2.0 Elite Flex Power Aut. 5p
2.0,Chevrolet,astra,47870,80000.0,2009,Astra Sedan 2.0 Advantage Flex Power 4p 121 Hp
1.8,Chevrolet,astra,20000,200000.0,2000,Astra 1.8 Gl 3p
2.0,Chevrolet,astra,13900,230000.0,2009,Astra 2.0 Advantage Flex Power 5p 133 Hp
2.0,Chevrolet,astra,18900,92080.0,2007,Astra 2.0 Advantage Flex Power 5p
2.0,Chevrolet,astra,23900,121000.0,2011,Astra 2.0 Advantage Flex Power Aut. 5p
2.0,Chevrolet,astra,26900,120000.0,2010,Astra 2.0 Advantage Flex Power 5p
2.0,Chevrolet,astra,27900,169000.0,2007,Astra 2.0 Advantage Flex Power 3p
2.0,Chevrolet,astra,19000,0.0,2000,Astra Sedan 2.0 16v Gls 4p
