preco,quilometragem,ano,marca,modelo,informacoes
16990,104000,2008,citroen,Xsara,Picasso 1.6 Glx Flex 5p
43900,77000,2018,citroen,Aircross,Aircross Start 1.6 Flex 16v 5p Mec.
163900,0,2021,citroen,Jumpy,Minibus
34990,65000,2013,citroen,C3,1.6 Vti 16v Exclusive Flex Aut. 5p
129900,0,2021,citroen,Jumpy,Furgão
84900,111360,2014,citroen,Jumper,2.3 Hdi 33m 15l 5p
163900,0,2021,citroen,Jumpy,Minibus
58900,37100,2018,citroen,C4,Lounge 1.6 Thp S Flex Aut. 4p
89900,100,2014,citroen,Jumper,2.3 Hdi 16l 5p
35900,105000,2014,citroen,Aircross,1.6 16v Glx Atacama Flex 5p
59900,294679,2008,citroen,Jumper,2.8 Hdi 16l 5p
23990,71000,2012,citroen,C3,1.4 8v Glx Flex 5p
83900,1,2013,citroen,Jumper,2.3 Hdi Vetrato 5p
37889,112000,2012,citroen,Aircross,1.6 16v Exclusive Flex 5p
30800,104000,2012,citroen,Aircross,1.6 16v Glx Flex 5p
53900,1,2007,citroen,Jumper,Escolar
27990,101000,2014,citroen,C3,C3 Tendance 1.5 8v (flex)
24500,138000,2011,citroen,C4,Pallas Glx 2.0 Aut.
21400,90000,2010,citroen,Xsara,Picasso 1.6 Glx Flex 5p
26890,140000,2009,citroen,C4,Picasso 2.0 5p
18900,148000,2011,citroen,Xsara,Picasso 1.6 I Glx 16v Flex 4p Manual
12900,139000,2004,citroen,Xsara,Picasso Citroën Xsara Picasso Exclusive 2.0 16v
55000,500000,2007,citroen,Jumper,Citroën Jumper 2.8 Passageiro M33m 16l
17500,136000,2008,citroen,C4,Pallas 2.0 Glx Aut. 4p
71500,10000,2020,citroen,C4,Cactus 1.6 Vti 120 Feel
85790,18303,2019,citroen,C4,Cactus 1.6 Thp Shine Eat6
22000,128000,2010,citroen,C4,Pallas 2.0 Exclusive Flex Aut. 4p
71900,90000,2014,citroen,Jumper,2.3 Hdi F33c Furgão Teto Baixo Turbo Intercooler
16990,96000,2011,citroen,C3,1.4 8v Glx Flex 5p
26990,60000,2010,citroen,C4,Picasso C4 Picasso 2.0 16v Exclusive (aut)
26900,101100,2011,citroen,C4,C4 Glx 1.6 (flex)
59900,25038,2018,citroen,Aircross,1.6 Vti 120 Shine Eat6
41900,143686,2011,citroen,C5,2.0 Mpfi Exclusive 16v
31990,139000,2011,citroen,Aircross,1.6 16v Exclusive Flex 5p
9999,85650,1999,citroen,Xsara,1.8 Glx Aut. 3p
70000,14900,2020,citroen,C4,Cactus 1.6 Feel 16v Aut. 5p
33900,58000,2013,citroen,Aircross,Aircross Glx 1.6 Flex 16v 5p Mec.
26990,86000,2014,citroen,C3,1.5 Origine Flex 5p
23900,134000,2012,citroen,C4,2.0 Glx Flex Aut. 5p
15900,121000,2008,citroen,C3,1.4 8v Glx Flex 5p
17890,129000,2008,citroen,C3,1.4 8v Exclusive Flex 5p
17900,119000,2010,citroen,C3,C3 Exclusive 1.4 8v (flex)
21900,100000,2008,citroen,C3,Citroën C3 Xtr 1.4 8v (flex)
23850,54000,2012,citroen,C3,1.4 8v Exclusive Flex 5p
35900,29900,2014,citroen,C4,1.6 Tendance Flex 5p
33500,78000,2010,citroen,C5,2.0 Exclusive Aut. 4p
27000,89500,2013,citroen,Aircross,1.6 16v Glx Flex Aut. 5p
27980,105743,2012,citroen,Xsara,Picasso Xsara Picasso Exclusive 1.6 16v (flex)
21900,98000,2012,citroen,Xsara,Picasso 1.6 I Glx 16v Flex 4p Manual
27800,102000,2013,citroen,C3,1.5 Tendance Flex 5p
163900,0,2021,citroen,Jumpy,Minibus
129900,0,2021,citroen,Jumpy,Furgão Furgão
163900,0,2021,citroen,Jumpy,Minibus
20900,83000,2012,citroen,C3,1.4 I Glx 8v Flex 4p Manual
31900,76000,2014,citroen,C3,1.5 Tendance Flex 5p
39990,159,2011,citroen,C5,Exclusive
21900,85000,2011,citroen,Xsara,Picasso 1.6 Glx Flex 5p
24890,165064,2010,citroen,C4,Pallas 2.0 Exclusive Pallas 16v
15490,139166,2008,citroen,C3,1.4 8v Glx Flex 5p
30990,86000,2011,citroen,Aircross,1.6 16v Exclusive Flex 5p
18900,123303,2011,citroen,C3,1.4 I Glx 8v Flex 4p Manual
28990,73021,2012,citroen,Aircross,1.6 16v Glx Flex 5p
17900,90000,2008,citroen,C3,1.4 8v X-tr Flex 5p
35999,39995,2015,citroen,C3,1.5 Attraction 8v Flex 4p Manual
19890,74000,2010,citroen,C3,1.4 8v Glx Flex 5p
31900,39000,2018,citroen,C3,1.2 Attraction Ptech Flex 5p
41900,73261,2015,citroen,C4,Lounge 2.0 Mpfi Tendance 16v Flex 4p Automático
89900,62000,2017,citroen,C4,Picasso C4 Picasso 1.6 16v Thp Intensive (aut)
38990,102000,2015,citroen,C4,Lounge 1.6 Thp Tendance Flex Aut. 4p
16000,180000,2008,citroen,C4,Pallas 2.0 Glx Aut. 4p
41990,70000,2014,citroen,C4,C4 Lounge Tendance 2.0i (aut)
55000,500000,2007,citroen,Jumper,2.8 Passageiro M33m 16l
70000,230352,2012,citroen,Jumper,Jumper 2.3 Passageiro M33m 23s 16l
34900,57900,2017,citroen,C3,1.2 Origine Ptech Flex 5p
26990,111000,2010,citroen,C4,Picasso Glx 2.0 16v
23900,146000,2012,citroen,C4,1.6 Glx Flex 5p
27920,1000,2013,citroen,C4,2.0 Glx 16v Flex 4p Automático
68990,64059,2016,citroen,Ds3,1.6 Thp Sport Chic 16v Gasolina 2p Manual
28990,93000,2013,citroen,C3,Picasso 1.6 16v Glx Flex Aut. 5p
35900,65000,2016,citroen,C3,1.5 Tendance Flex 5p
18900,195226,2010,citroen,C4,1.6 Glx 16v Flex 4p Manual
26877,72000,2011,citroen,C3,1.6 16v Exclusive Solaris Flex Aut. 5p
31900,78000,2013,citroen,Aircross,1.6 Glx 16v Flex 4p Manual
124890,19000,2019,citroen,Jumpy,1.6 Pack Td Blue Hdi 5p
30870,72200,2012,citroen,C3,Picasso 1.6 16v Exclusive Flex Aut. 5p
117000,60000,2020,citroen,Jumpy,1.6 Pack Td Blue Hdi 5p
18900,186000,2009,citroen,C3,1.4 I Glx 8v Flex 4p Manual
23890,117000,2010,citroen,C4,Pallas 2.0 Glx Flex Aut. 4p
35000,54000,2013,citroen,C3,1.6 Vti 16v Exclusive Flex Aut. 5p
38500,47000,2017,citroen,C3,1.2 Tendance Ptech Flex 5p
18990,99000,2010,citroen,C3,1.4 8v X-tr Flex 5p
16890,97000,2006,citroen,Xsara,Picasso 1.6 Glx 5p
36990,49000,2016,citroen,C3,1.5 Attraction Flex 5p
16900,190000,2007,citroen,C3,1.6 16v X-tr Flex 5p
15990,110000,2008,citroen,Xsara,Picasso 1.6 Glx Flex 5p
34900,75668,2014,citroen,C3,Picasso 1.6 16v Exclusive Flex Aut. 5p
40000,282800,2008,citroen,Jumper,2.8 Hdi 16l 5p
79990,15000,2019,citroen,C4,Lounge 1.6 Shine Thp Flex Aut. 4p
43500,125000,2016,citroen,C4,Lounge 2.0 Tendance Flex Aut. 4p
34900,49800,2014,citroen,C3,1.6 Exclusive 16v Flex 4p Automático
163900,0,2021,citroen,Jumpy,Passageiro
22900,95367,2012,citroen,C3,C3 Glx 1.4 8v (flex)
19900,167000,2011,citroen,C3,1.4 8v Glx Flex 5p
23900,116000,2012,citroen,C4,1.6 Glx 16v
28490,130595,2011,citroen,Aircross,1.6 Exclusive 16v Flex 4p Manual
21900,0,2010,citroen,C3,1.4 I Glx 8v Flex 4p Manual
34990,50000,2016,citroen,C3,1.5 Tendance Flex 5p
129990,0,2020,citroen,Jumpy,1.6 Pack Td Blue Hdi 5p
19900,126,2011,citroen,Xsara,Picasso Xsara Picasso Glx 1.6 16v (flex)
28890,113000,2013,citroen,C3,1.5 Tendance 8v
49900,58000,2016,citroen,Aircross,1.6 16v Shine Flex Aut. 5p
73980,8298,2020,citroen,C4,Cactus 1.6 Feel 16v 5p
27990,100000,2012,citroen,C3,Picasso 1.6 Flex Exclusive Bva
54990,102000,2017,citroen,C4,Lounge 1.6 Thp Exclusive Flex Aut. 4p
26990,101000,2010,citroen,C4,2.0 Glx 16v
60900,33625,2018,citroen,Aircross,Aircross 1.6 Shine 16v Flex 4p
39900,95000,2015,citroen,C3,1.6 Tendance 16v
159900,16968,2019,citroen,Jumper,2.0 L3h2 (13m3) 5p
18900,178000,2008,citroen,C3,1.4 I Exclusive 8v
95900,27335,2017,citroen,C4,Picasso C4 Picasso 1.6 Intensive 16v Turbo
75990,22000,2020,citroen,C4,Cactus 1.6 Vti 120 Flex Feel Eat6
46900,60000,2015,citroen,C4,Lounge 2.0 Tendance Flex Aut. 4p
78990,27500,2019,citroen,C4,Lounge 1.6 Shine Thp Flex Aut. 4p
28999,72463,2013,citroen,C3,C3 1.6 Picasso Exclusive 16v Flex 4p Manual
34990,55000,2014,citroen,C3,Picasso 1.5 Flex Glx Manual
99900,5549,2021,citroen,C4,Cactus C4 Cactus Shine 1.6 Thp Aut
62900,13640,2019,citroen,Aircross,Aircross 1.6 Live 16v Flex 4p Aut
27990,0,2012,citroen,C4,Picasso 2.0 16v Gasolina 4p Automático
34900,52000,2013,citroen,C4,1.6 Glx 16v
41900,35000,2015,citroen,C3,1.6 Exclusive 16v Flex 4p Automático
29980,39230,2012,citroen,C3,1.6 Exclusive 16v Flex 4p Automático
25900,136000,2011,citroen,C4,1.6 Glx Flex 5p
29900,138000,2014,citroen,C3,1.5 Origine 8v Flex 4p Manual
34490,75000,2015,citroen,C3,C3 Tendance 1.5 8v (flex)
28990,89754,2013,citroen,C3,Picasso C3 Picasso Glx 1.6 16v Aut
36900,117000,2015,citroen,C3,1.5 Attraction 8v Flex 4p Manual
20000,115000,2008,citroen,C3,1.4 8v Glx Flex 5p
31900,116,2013,citroen,Aircross,1.6 16v Glx Flex 5p
86900,16000,2019,citroen,C4,Cactus 1.6 Thp Flex Shine Pack At6
37900,91000,2014,citroen,Aircross,1.6 Glx 16v Flex 4p Manual
51900,50202,2018,citroen,C3,C3 Exclusive 1.6 16v Flex 4p
48900,26000,2017,citroen,C3,C3 Exclusive 1.6 16v  Aut
32890,62000,2014,citroen,C3,C3 Tendance 1.5 8v (flex)
29900,65000,2013,citroen,C3,Picasso 1.5 Flex Glx Manual
14990,225,2006,citroen,C3,1.4 8v Glx Flex 5p
39900,57000,2014,citroen,C4,2.0 Tendance 16v Flex 4p Automático
33990,87000,2017,citroen,C3,1.2 Origine Ptech Flex 5p
61900,39829,2019,citroen,C3,C3 Urban Trail 1.6 Flex 16v 5p Aut
20100,140000,2011,citroen,C3,1.4 8v X-tr Flex 5p
19900,126,2009,citroen,C3,1.4 8v Glx Flex 5p
21900,82460,2012,citroen,C3,C3 Glx 1.4 8v (flex)
19900,96356,2011,citroen,C3,1.4 8v Glx Flex 5p
31990,73000,2011,citroen,Aircross,1.6 16v Exclusive Flex 5p
159900,17995,2019,citroen,Jumper,2.0 L3h2 (13m3) 5p
32900,84000,2013,citroen,C3,1.5 Tendance Flex 5p
73990,43000,2020,citroen,C4,Cactus 1.6 Vti 120 Flex Feel Business Eat6
160378,0,2020,citroen,Jumpy,1.6 (11l) Td Blue Hdi 5p
21900,118000,2010,citroen,C3,1.4 I Glx 8v Flex 4p Manual
41890,76500,2015,citroen,C3,1.6 Vti 16v Exclusive Flex Aut. 5p
33990,65000,2013,citroen,C3,1.6 Vti 16v Exclusive Flex 5p
32999,40000,2015,citroen,C3,1.5 Tendance Flex 5p
25900,118000,2009,citroen,C4,Grand Picasso 2.0 16v Gasolina 4p Automático
18990,117000,2009,citroen,C3,1.4 8v Exclusive Flex 5p
23980,114800,2009,citroen,C4,Pallas Glx 2.0 Flex Automatico
32990,62000,2014,citroen,C3,Picasso 1.5 Glx Flex 5p
15900,101,2008,citroen,C3,1.4 I Glx 8v Flex 4p Manual
26990,139231,2010,citroen,C4,Picasso 2.0 16v
22990,190642,2012,citroen,Xsara,Picasso Xsara Picasso 1.6 I Glx 16v Flex 4p Manual 2012
83990,10200,2019,citroen,C4,Cactus C4 Cactus 1.6 Thp Flex Shine Eat6
36900,124000,2011,citroen,C4,Picasso C4 Picasso 2.0 16v (aut)
75929,999999,2019,citroen,C4,Cactus 1.6 Vti 120 Feel
47890,60000,2016,citroen,Aircross,1.6 16v Shine Flex Aut. 5p
30890,98000,2014,citroen,C3,1.5 Tendance Flex 5p
33900,57100,2013,citroen,C3,Picasso 1.5 Glx Flex 5p
12500,170000,2009,citroen,Xsara,Picasso 2.0 Glx 5p
19890,136000,2010,citroen,Xsara,Picasso 1.6 I Exclusive 16v Flex 4p Manual
28900,90000,2008,citroen,C4,2.0 Vtr 3p
42900,108000,2014,citroen,C4,Lounge 2.0 Tend Aut
36990,32147,2015,citroen,C3,1.5 Origine 8v
30872,72000,2012,citroen,C3,Picasso 1.6 16v Exclusive Flex Aut. 5p
46490,67209,2018,citroen,Aircross,1.6 Vti 120 Start
36990,79415,2014,citroen,C3,1.6 Exclusive 16v
53799,25000,2018,citroen,Aircross,Aircross 1.6 16v Live (flex) (aut)
31900,86000,2013,citroen,C3,1.6 Vti 16v Exclusive Flex Aut. 5p
33790,138000,2013,citroen,C3,Picasso 1.6 Glx Bva
42952,89000,2016,citroen,C3,1.6 Exclusive 16v
36900,64302,2015,citroen,Aircross,1.6 16v Tendance Flex 5p
55900,16400,2017,citroen,Aircross,1.6 Vti 120 Feel Eat6
18900,115000,2008,citroen,Xsara,Picasso 1.6 Glx Flex 5p
129900,30000,2019,citroen,Jumpy,1.6 Td Blue Hdi 5p
23990,99000,2011,citroen,C4,1.6 Glx 16v Flex 4p Manual
32890,99000,2014,citroen,Aircross,1.6 16v Glx Atacama Flex 5p
64490,75000,2019,citroen,C4,Cactus 1.6 Feel 16v Aut. 5p
32999,133714,2009,citroen,C4,Picasso 2.0 16v Gasolina 4p Automático
40900,41060,2015,citroen,Aircross,1.6 16v Tendance Flex Aut. 5p
25900,182000,2012,citroen,C3,Picasso C3 Picasso Glx 1.6 16v (flex)
21900,103000,2010,citroen,C4,1.6 Glx Flex 5p
25890,120000,2010,citroen,C4,C4 Hatch Glx 2.0 Flex 2010 Completo Troco Financio
14900,182000,2006,citroen,C3,C3 Exclusive 1.6 16v (flex)
48999,99000,2013,citroen,Ds3,1.6 Thp Gasolina Manual
25990,132071,2012,citroen,C3,1.4 I Glx 8v Flex 4p Manual
25000,111200,2011,citroen,C3,1.4 8v Glx Flex 5p
159900,16968,2019,citroen,Jumper,2.0 Bluehdi Diesel L3h2 Minibus Manual
29900,105000,2013,citroen,C3,C3 Tendance 1.5 Flex 8v 5p Mec.
39900,1,2015,citroen,C3,C3 1.6 Exclusive 16v Flex 4p Automático
31990,136642,2013,citroen,C3,1.6 Exclusive 16v
36900,69000,2015,citroen,C3,C3 1.5 Tendance 8v Flex 4p Manual
22900,115000,2012,citroen,Xsara,Picasso 1.6 Glx Flex 5p
139900,29000,2020,citroen,Jumpy,1.6 (11l) Td Blue Hdi 5p
14000,141400,2008,citroen,C3,1.4 8v Glx Flex 5p
36990,78000,2013,citroen,C3,1.6 Picasso Exclusive 16v Flex 4p Automático
51990,44490,2018,citroen,Aircross,1.6 Vti 120 Flex Start Live Eat6
89000,56000,2013,citroen,Ds5,1.6 Thp 5p
21900,111006,2009,citroen,C4,2.0
18990,165802,2010,citroen,Xsara,Picasso 1.6 I Glx 16v Flex 4p Manual
17900,112000,2009,citroen,C3,1.4 I Exclusive 8v
20900,115000,2010,citroen,C4,2.0 Glx 16v
48990,84453,2017,citroen,Aircross,1.6 Feel 16v Flex 4p Automático
17490,136280,2010,citroen,C3,1.4 I Glx 8v Flex 4p Manual
43890,101374,2015,citroen,C4,1.6 Tendance 16v Turbo Flex 4p Automático
31799,75000,2014,citroen,C3,C3 Tendance 1.5 Flex 8v 5p Mec.
29990,123807,2014,citroen,C3,Citroen C3 1.5 Origine 8v Flex 4p Manual
44900,49000,2018,citroen,C3,1.2 Pure Tech Flex Attraction Manual
16877,77700,2007,citroen,C3,1.6 16v X-tr Flex 5p
21980,98000,2010,citroen,C4,1.6 Glx 16v
35900,59000,2018,citroen,C3,1.2 Origine Ptech Flex 5p
32900,73300,2014,citroen,C3,1.6 Vti 16v Exclusive Flex 5p
52890,70000,2014,citroen,Ds4,1.6 Thp 5p
44700,27000,2016,citroen,C3,1.5 Exclusive Flex 5p
31900,94000,2012,citroen,Aircross,1.6 16v Glx Flex 5p
31900,70000,2012,citroen,C4,2.0 Glx Flex Aut. 5p
24990,99000,2010,citroen,C3,1.4 8v X-tr Flex 5p
17800,166000,2007,citroen,C3,1.4 8v Glx Flex 5p
17990,130000,2008,citroen,C3,1.4 8v Exclusive Flex 5p
24990,129000,2012,citroen,C3,1.4 8v Exclusive Flex 5p
40900,93000,2015,citroen,Aircross,1.6 16v Exclusive Flex Aut. 5p
73990,43000,2020,citroen,C4,Cactus 1.6 Feel 16v 5p
42900,52700,2017,citroen,C3,1.2 Style Edition Ptech Flex 5p
29900,93000,2011,citroen,Aircross,1.6 16v Glx Flex 5p
21990,107000,2011,citroen,C3,1.4 8v Exclusive Flex 5p
20900,188500,2008,citroen,C3,1.4 8v X-tr Flex 5p
107000,93079,2017,citroen,Jumper,2.3 Hdi 33m 15l 5p
26000,135000,2010,citroen,C4,2.0 Glx Flex Aut. 5p
28900,107000,2012,citroen,C4,Picasso 2.0 5p
25900,141840,2009,citroen,C4,Picasso 2.0 16v Gasolina 4p Automático
29900,108462,2013,citroen,C3,Picasso 1.6 16v Exclusive Flex 5p
50900,70000,2017,citroen,Aircross,1.6 Feel 16v Flex 4p Manual
28990,129846,2013,citroen,C3,Picasso 1.5 Flex Glx Manual
17999,132000,2009,citroen,C3,1.4 8v Glx Flex 5p
32900,57800,2014,citroen,C3,Picasso C3 Picasso Gl 1.5 8v (flex)
25900,81000,2012,citroen,C3,1.4 I Glx 8v
21990,94489,2011,citroen,C3,1.4 I Glx 8v Flex 4p Manual
31900,114000,2013,citroen,C3,1.5 Tendance 8v
33900,0,2015,citroen,C3,1.5 Tendance 8v Flex 4p Manual
23900,187000,2010,citroen,C4,2.0 Glx Pallas 16v
22490,101000,2012,citroen,Xsara,Picasso 1.6 I Glx 16v Flex 4p Manual
18000,166628,2008,citroen,C3,1.4 8v Glx Flex 5p
31900,97000,2014,citroen,C3,1.5 Tendance Flex 5p
38980,49887,2015,citroen,C3,1.6 Vti 16v Exclusive Flex Aut. 5p
18900,133000,2008,citroen,C3,1.4 8v X-tr Flex 5p
30900,75000,2012,citroen,C3,Picasso 1.6 16v Exclusive Flex Aut. 5p
49900,50000,2016,citroen,Aircross,1.6 16v Shine Flex Aut. 5p
20900,139000,2012,citroen,C3,Picasso 1.6 16v Glx Flex 5p
34990,47000,2017,citroen,C3,1.2 Origine Ptech Flex 5p
34900,114807,2013,citroen,Aircross,Glx 1.6 16v Flex
49900,58478,2018,citroen,Aircross,Aircross Live Bva 1.6 16v (flex)
40900,94477,2017,citroen,C3,C3 Tendance 1.5 8v (flex)
20900,88000,2010,citroen,C3,C3 Glx 1.4 8v (flex)
36899,94300,2015,citroen,Aircross,1.6 Tendance 16v Flex 4p Manual
27990,100,2012,citroen,C3,1.6 16v Exclusive Flex Aut. 5p
68990,75000,2019,citroen,C4,Cactus 1.6 Feel 16v 5p
72900,36268,2020,citroen,C4,Cactus C4 Cactus 1.6 Feel (aut)
19890,129000,2010,citroen,C3,1.4 8v Exclusive Flex 5p
23990,119336,2012,citroen,C3,1.4 I Exclusive 8v Flex 4p Manual
25877,97000,2010,citroen,C4,Pallas 2.0 Exclusive Flex Aut. 4p
27900,117000,2013,citroen,C4,C4 Glx 1.6 (flex)
26890,140000,2009,citroen,C4,Picasso C4 Picasso 2.0 16v
56990,89000,2017,citroen,C4,Lounge 1.6 Exclusive 16v Turbo Flex 4p Automático
70990,14000,2020,citroen,C4,Cactus 1.6 Vti 120 Feel Business Eat6
30990,999,2011,citroen,Aircross,1.6 16v Exclusive Flex 5p
45950,74250,2015,citroen,C4,Lounge 1.6 Thp Tendance Flex Aut. 4p
55900,40000,2017,citroen,Aircross,1.6 16v Feel Flex Aut. 5p
34900,52500,2013,citroen,C3,Picasso Exclusive 1.6
45900,57750,2018,citroen,Aircross,Aircross 1.6 16v Start (flex)
33900,72226,2014,citroen,C3,Picasso C3 Picasso Glx Bva 1.6 16v (flex) (aut)
57900,90000,2017,citroen,C4,Lounge 1.6 Thp Tendance Flex Aut. 4p
46900,43000,2017,citroen,Aircross,1.6 16v Feel Flex 5p
94990,0,2020,citroen,C4,Cactus 1.6 Feel 16v Aut. 5p
19890,129000,2010,citroen,C3,1.4 8v Exclusive Flex 5p
23990,119336,2012,citroen,C3,1.4 I Exclusive 8v Flex 4p Manual
21890,106000,2011,citroen,C3,Glx 1.4 Flex Completo + Couro
25877,97000,2010,citroen,C4,Pallas 2.0 Exclusive Flex Aut. 4p
27900,117000,2013,citroen,C4,C4 Glx 1.6 (flex)
26890,140000,2009,citroen,C4,Picasso C4 Picasso 2.0 16v
56990,89000,2017,citroen,C4,Lounge 1.6 Exclusive 16v Turbo Flex 4p Automático
70990,14000,2020,citroen,C4,Cactus 1.6 Vti 120 Feel Business Eat6
30990,999,2011,citroen,Aircross,1.6 16v Exclusive Flex 5p
27900,101000,2012,citroen,C3,Picasso 1.6 16v Glx Flex 5p
45950,74250,2015,citroen,C4,Lounge 1.6 Thp Tendance Flex Aut. 4p
38990,58000,2015,citroen,C3,1.5 Tendance Flex 5p
42490,39000,2015,citroen,C3,Picasso Tendance 1.5 Flex 8v 5p Mec
55900,40000,2017,citroen,Aircross,1.6 16v Feel Flex Aut. 5p
34900,52500,2013,citroen,C3,Picasso Exclusive 1.6
30890,64000,2013,citroen,C3,1.6 Vti 16v Exclusive Flex 5p
39900,59000,2015,citroen,Aircross,1.6 16v Tendance Flex 5p
45900,57750,2018,citroen,Aircross,Aircross 1.6 16v Start (flex)
31900,70007,2013,citroen,C3,1.5 Tendance Flex 5p
36990,56100,2017,citroen,C3,1.2 Origine Ptech Flex 5p
33900,72226,2014,citroen,C3,Picasso C3 Picasso Glx Bva 1.6 16v (flex) (aut)
18900,999999,2008,citroen,C3,C3 Glx 1.4 8v (flex)
28900,97900,2012,citroen,C3,Picasso 1.6 16v Glx Flex 5p
57900,90000,2017,citroen,C4,Lounge 1.6 Thp Tendance Flex Aut. 4p
20999,173000,2012,citroen,Xsara,Picasso 1.6 Glx Flex 5p
46900,43000,2017,citroen,Aircross,1.6 16v Feel Flex 5p
94990,0,2020,citroen,C4,Cactus 1.6 Feel 16v Aut. 5p
20900,147399,2010,citroen,Xsara,Picasso Exclusive 1.6 16v (flex)
34890,93000,2013,citroen,Aircross,1.6 16v Glx Atacama Flex 5p
32899,87000,2014,citroen,C3,1.5 Tendance Flex 5p
23900,129000,2011,citroen,C4,Pallas 2.0 Glx Flex Aut. 4p
35900,72000,2014,citroen,Aircross,1.6 16v Glx Flex 5p
30999,120000,2013,citroen,C3,Picasso 1.5 Glx Flex 5p
18900,121604,2008,citroen,C3,1.4 8v Glx Flex 5p
39990,49000,2018,citroen,C3,1.2 Pure Tech Flex Origine Manual
26990,999999,2012,citroen,C3,C3 Exclusive 1.6 16v (flex)(aut)
18900,117,2010,citroen,C3,1.4 8v Glx Flex 5p
35900,47000,2015,citroen,C3,Picasso 1.5 Tendance Flex 5p
27990,89500,2010,citroen,C4,Picasso 2.0 5p
20900,127000,2012,citroen,C3,1.4 8v Exclusive Flex 5p
34900,80000,2013,citroen,C3,Exclusive 1.6i 16v Flex
129990,0,2020,citroen,Jumpy,1.6 Pack Td Blue Hdi 5p
20000,150,2009,citroen,Xsara,Picasso 2.0 Exclusive Aut. 5p
34900,93050,2013,citroen,Aircross,Exclusive Automático
14916,90000,2006,citroen,C3,1.4 8v Glx 5p
69900,21345,2020,citroen,C4,Cactus 1.6 Vti 120 Flex Feel Manual
49900,43000,2017,citroen,Aircross,1.6 16v Live Flex Aut. 5p
21990,166000,2011,citroen,C3,1.4 8v Glx Flex 5p
136900,0,2021,renault,Master,2.3 L2h1 2p
149900,0,2021,renault,Master,2.3 L1h1 5p
166900,0,2021,renault,Master,Refrigerada - 10graus
210900,0,2021,renault,Master,2.3 Executive L3h2 16l 5p
159900,0,2021,renault,Master,2.3 Extra L3h2 5p
135900,0,2019,renault,Master,2.3 L1h1 5p
69900,280000,2010,renault,Master,2.5 Dci L2h2 16l 5p
129900,0,2020,renault,Master,Master 2.3 Dci Chassi Cabine L2h1 16v
139900,1,2016,renault,Master,2.3 Executive L3h2 16l 5p
42900,108000,2014,renault,Fluence,2.0 Dynamique Hi-flex 4p
162900,0,2020,renault,Master,2.3 Executive L3h2 16l 5p
179900,0,2021,renault,Master,2.3 Extra L3h2 Vitrè 5p
173900,0,2020,renault,Master,Master Executiva L3h2 16 Lugares
129900,199000,2017,renault,Master,L2h2 Ambulancia
69900,235630,2007,renault,Master,2.5 Dci L3h2 5p
116900,199000,2015,renault,Master,2.3 Grand L2h2 5p
142900,0,2021,renault,Master,Chassi Baú Carga Seca
142900,0,2020,renault,Master,Baú
129900,0,2020,renault,Master,Chassi
129900,0,2020,renault,Master,Chassi
142900,0,2021,renault,Master,Chassi Baú Carga Seca
149000,15666,2016,renault,Master,Food Truck Ch Cabine
36500,59000,2018,renault,Kwid,1.0 12v Zen Sce 5p
42900,116300,2015,renault,Duster,1.6 Expression 4x2 16v
15990,223000,2010,renault,Megane,1.6 Expression Hi-flex 4p
46970,28000,2020,renault,Logan,1.0 12v Expression Sce 4p
33900,92000,2018,renault,Logan,1.0 12v Sce Flex Authentique Manual
16900,110000,2010,renault,Logan,1.0 16v Expression Hi-flex 4p
38900,54000,2019,renault,Logan,1.0 12v Sce Flex Expression Manual
17780,129040,2008,renault,Logan,Logan Privilège 1.6 16v (flex)
27900,74835,2013,renault,Kangoo,Express 1.6 16v Porta Lateral Hi-flex 5p
20990,93000,2014,renault,Clio,Clio Authentique 1.0 16v (flex) 4p
59580,98368,2010,renault,Master,2.5 Dci L3h2 5p
25900,92650,2016,renault,Clio,1.0 16v Expression Hi-power 5p
16700,115069,2011,renault,Clio,1.0 16v
14780,66062,2012,renault,Clio,Clio 1.0 16v (flex) 2p
21900,127353,2011,renault,Sandero,1.0 Expression 16v
12900,93000,2007,renault,Clio,Clio Hatch. Authentique 1.0 16v (flex) 4p
112000,129364,2018,renault,Master,2.3 L1h1 5p
11900,146000,2012,renault,Clio,1.0 16v Campus Hi-flex 3p
38900,77292,2014,renault,Duster,2.0 16v Techroad Hi-flex Aut. 5p
52900,54819,2017,renault,Duster,1.6 16v Dynamique Sce 5p
23900,65000,2013,renault,Logan,Logan Authentique Hi-flex 1.0 16v 4p
30900,80000,2016,renault,Sandero,1.0 16v Expression Hi-flex 5p
56900,85000,2018,renault,Duster,1.6 16v Expression Sce 5p
120000,115000,2015,renault,Master,2.3 Executive L3h2 16l 5p
17890,200000,2007,renault,Megane,Sedan 1.6 Dynamique 16v
32625,28000,2020,renault,Logan,1.0 12v Sce Flex Authentique Manual
142900,0,2021,renault,Master,2.3 L2h1 2p
195900,0,2021,renault,Master,2.3 Extra L3h2 5p
151900,0,2021,renault,Master,2.3 Grand L2h2 5p
139900,0,2021,renault,Master,2.3 L2h1 2p
166900,0,2021,renault,Master,L2h2 Refrigerada
151900,0,2021,renault,Master,2.3 Extra L3h2 5p
195900,0,2021,renault,Master,2.3 Executive L3h2 16l 5p
157900,0,2021,renault,Master,2.3 L1h1 5p
157900,0,2021,renault,Master,2.3 L1h1 5p
178900,0,2021,renault,Master,2.3 Grand L2h2 5p
159900,0,2021,renault,Master,2.3 Extra L3h2 5p
145900,0,2021,renault,Master,2.3 L1h1 5p
